timestamp,v1,rs1,v2,rs2,compound
17:41:42.558,1.257,22.07,1.417,23.27,Baseline
17:41:43.558,1.359,21.38,1.513,22.02,Baseline
17:41:44.558,1.314,22.22,1.186,23.3,Baseline
17:41:45.558,1.151,22.1,1.388,22.77,Baseline
17:41:46.558,1.076,21.59,1.495,22.98,Baseline
17:41:47.558,1.29,22.15,1.381,23.31,Baseline
17:41:48.558,1.255,21.64,1.121,22.39,Baseline
17:41:49.558,1.255,21.9,1.278,23.55,Baseline
17:41:50.558,1.114,22.4,1.363,21.87,Baseline
17:41:51.558,1.148,22.47,1.276,23.43,Baseline
17:41:52.558,1.239,21.94,1.28,24.01,Baseline
17:41:53.558,1.312,23.07,1.266,23.12,Baseline
17:41:54.558,1.13,22.0,1.091,23.89,Baseline
17:41:55.558,1.261,22.68,1.257,23.1,Baseline
17:41:56.558,1.042,22.04,1.406,23.12,Baseline
17:41:57.558,1.128,21.89,1.331,23.74,Baseline
17:41:58.558,1.121,21.41,1.141,22.79,Baseline
17:41:59.558,1.232,21.59,1.352,23.77,Baseline
17:42:00.558,1.145,20.77,1.306,22.58,Baseline
17:42:01.558,1.207,22.49,1.347,23.03,Baseline
17:42:02.558,1.153,21.72,1.21,23.76,Baseline
17:42:03.558,1.186,21.7,1.269,22.63,Baseline
17:42:04.558,1.184,21.32,1.403,22.09,Baseline
17:42:05.558,1.234,22.94,1.395,22.71,Baseline
17:42:06.558,1.188,22.32,1.378,23.08,Baseline
17:42:07.558,1.318,21.77,1.129,23.68,Baseline
17:42:08.558,1.226,22.62,1.322,22.76,Baseline
17:42:09.558,1.352,22.16,1.269,22.2,Baseline
17:42:10.558,1.115,21.53,1.333,22.87,Baseline
17:42:11.558,1.2,21.79,1.428,22.95,Baseline
17:42:12.558,1.217,22.58,1.403,23.08,Baseline
17:42:13.558,1.144,23.27,1.44,22.81,Baseline
17:42:14.558,1.104,22.34,1.406,22.12,Baseline
17:42:15.558,1.113,22.06,1.336,23.86,Baseline
17:42:16.558,1.363,21.31,1.13,22.97,Baseline
17:42:17.558,1.199,22.2,1.412,22.28,Baseline
17:42:18.558,0.983,23.02,1.124,23.75,Baseline
17:42:19.558,1.09,22.24,1.375,22.85,Baseline
17:42:20.558,1.247,22.01,1.163,23.25,Baseline
17:42:21.558,1.147,21.6,1.289,22.48,Baseline
17:42:22.558,1.078,21.42,1.296,22.55,Baseline
17:42:23.558,1.189,21.89,1.361,23.38,Baseline
17:42:24.558,1.145,21.39,1.537,22.84,Baseline
17:42:25.558,1.364,21.88,1.358,23.16,Baseline
17:42:26.558,1.103,22.04,1.452,21.77,Baseline
17:42:27.558,1.229,21.76,1.326,22.35,Baseline
17:42:28.558,1.135,21.46,1.469,23.44,Baseline
17:42:29.558,1.17,23.09,1.456,23.28,Baseline
17:42:30.558,1.156,22.79,1.261,22.67,Baseline
17:42:31.558,1.223,22.42,1.299,22.18,Baseline
17:42:32.558,1.06,22.28,1.235,22.76,Baseline
17:42:33.558,1.217,22.45,1.299,23.23,Baseline
17:42:34.558,1.257,22.42,1.125,24.31,Baseline
17:42:35.558,1.134,22.29,1.224,22.1,Baseline
17:42:36.558,1.154,21.85,1.148,23.4,Baseline
17:42:37.558,1.276,22.01,1.388,22.16,Baseline
17:42:38.558,1.114,21.81,1.401,22.71,Baseline
17:42:39.558,1.193,21.49,1.429,23.23,Baseline
17:42:40.558,1.217,22.04,1.349,23.79,Baseline
17:42:41.558,1.258,22.25,1.376,23.32,Baseline
17:42:42.558,1.239,21.79,1.329,24.04,Baseline
17:42:43.558,1.282,21.15,1.25,23.95,Baseline
17:42:44.558,1.132,20.88,1.405,22.58,Baseline
17:42:45.558,1.014,22.5,1.369,21.83,Baseline
17:42:46.558,1.224,22.39,1.152,23.57,Baseline
17:42:47.558,1.371,21.98,1.383,23.5,Baseline
17:42:48.558,1.351,22.2,1.265,23.41,Baseline
17:42:49.558,0.976,22.34,1.526,22.53,Baseline
17:42:50.558,1.156,22.19,1.376,22.54,Baseline
17:42:51.558,1.203,21.93,1.471,23.26,Baseline
17:42:52.558,1.094,21.74,1.317,23.42,Baseline
17:42:53.558,1.032,21.7,1.376,23.11,Baseline
17:42:54.558,1.445,22.06,1.311,23.36,Baseline
17:42:55.558,1.32,22.34,1.237,22.91,Baseline
17:42:56.558,1.218,22.05,1.291,23.39,Baseline
17:42:57.558,1.137,21.75,1.342,22.81,Baseline
17:42:58.558,1.206,22.55,1.131,23.76,Baseline
17:42:59.558,1.307,21.71,1.385,21.84,Baseline
17:43:00.558,1.193,22.4,1.384,22.98,Baseline
17:43:01.558,1.174,21.25,1.275,22.86,Baseline
17:43:02.558,1.304,21.65,1.209,22.64,Baseline
17:43:03.558,1.098,22.26,1.22,22.92,Baseline
17:43:04.558,1.142,21.54,1.213,22.19,Baseline
17:43:05.558,1.22,21.93,1.243,22.73,Baseline
17:43:06.558,1.309,21.8,1.135,23.35,Baseline
17:43:07.558,1.339,20.67,1.092,22.38,Baseline
17:43:08.558,1.164,22.12,1.243,22.89,Baseline
17:43:09.558,1.059,21.61,1.189,23.88,Baseline
17:43:10.558,1.174,22.51,1.138,23.17,Baseline
17:43:11.558,1.457,22.07,1.381,22.06,Baseline
17:43:12.558,1.078,22.36,1.276,22.81,Baseline
17:43:13.558,1.325,22.21,1.272,22.47,Baseline
17:43:14.558,1.033,22.88,1.176,22.59,Baseline
17:43:15.558,1.167,21.95,1.252,23.51,Baseline
17:43:16.558,1.025,21.73,1.397,22.98,Baseline
17:43:17.558,1.194,21.33,1.47,23.04,Baseline
17:43:18.558,1.065,22.37,1.317,22.91,Baseline
17:43:19.558,1.31,22.58,1.312,23.66,Baseline
17:43:20.558,1.037,22.28,1.501,23.36,Baseline
17:43:21.558,1.144,22.16,1.258,22.68,Baseline
17:43:22.558,1.226,22.49,1.467,23.51,Baseline
17:43:23.558,1.319,22.13,1.44,22.75,Baseline
17:43:24.558,1.165,22.1,1.157,23.29,Baseline
17:43:25.558,1.177,22.6,1.323,23.22,Baseline
17:43:26.558,1.408,21.85,1.31,23.09,Baseline
17:43:27.558,1.23,21.14,1.328,22.86,Baseline
17:43:28.558,1.456,21.95,1.415,22.65,Baseline
17:43:29.558,1.218,21.83,1.498,22.98,Baseline
17:43:30.558,1.12,21.96,1.269,22.67,Baseline
17:43:31.558,1.193,22.31,1.318,22.33,Baseline
17:43:32.558,1.282,22.31,1.429,23.53,Baseline
17:43:33.558,1.335,22.51,1.314,22.81,Baseline
17:43:34.558,1.243,22.1,1.327,22.36,Baseline
17:43:35.558,1.245,21.89,1.413,22.96,Baseline
17:43:36.558,1.336,20.64,1.435,23.65,Baseline
17:43:37.558,1.157,21.85,1.322,22.76,Baseline
17:43:38.558,0.992,21.36,1.433,23.16,Baseline
17:43:39.558,1.135,22.52,1.387,23.14,Baseline
17:43:40.558,1.178,22.5,1.326,22.99,Baseline
17:43:41.558,1.271,22.02,1.422,22.66,Baseline
17:43:42.558,1.43,21.82,1.255,23.73,Baseline
17:43:43.558,1.374,22.08,1.299,22.93,Baseline
17:43:44.558,1.099,21.47,1.107,22.4,Baseline
17:43:45.558,1.135,22.4,1.327,23.03,Baseline
17:43:46.558,1.195,22.34,1.188,23.19,Baseline
17:43:47.558,1.185,21.67,1.252,23.3,Baseline
17:43:48.558,1.136,21.73,1.238,22.72,Baseline
17:43:49.558,1.247,22.25,1.175,23.29,Baseline
17:43:50.558,1.163,21.41,1.38,23.52,Baseline
17:43:51.558,1.145,22.32,1.32,22.24,Baseline
17:43:52.558,0.975,21.56,1.282,22.12,Baseline
17:43:53.558,1.254,22.54,1.215,23.05,Baseline
17:43:54.558,1.062,21.63,1.297,23.9,Baseline
17:43:55.558,1.291,22.02,1.487,23.41,Baseline
17:43:56.558,1.036,22.23,1.324,23.15,Baseline
17:43:57.558,1.136,21.76,1.254,22.52,Baseline
17:43:58.558,1.307,22.58,1.438,23.32,Baseline
17:43:59.558,1.304,21.95,1.323,22.92,Baseline
17:44:00.558,1.242,22.2,1.277,23.0,Baseline
17:44:01.558,1.219,22.02,1.164,23.37,Baseline
17:44:02.558,1.161,21.66,1.295,22.84,Baseline
17:44:03.558,1.081,21.8,1.377,23.34,Baseline
17:44:04.558,1.155,22.1,1.407,22.49,Baseline
17:44:05.558,1.177,22.92,1.241,23.96,Baseline
17:44:06.558,1.357,21.97,1.244,23.94,Baseline
17:44:07.558,1.268,21.98,1.43,23.05,Baseline
17:44:08.558,1.312,22.66,1.278,22.43,Baseline
17:44:09.558,1.015,21.72,1.416,22.54,Baseline
17:44:10.558,1.075,22.72,1.292,23.56,Baseline
17:44:11.558,1.158,21.76,1.463,21.76,Baseline
17:44:12.558,1.106,22.16,1.425,23.25,Baseline
17:44:13.558,1.057,22.3,1.151,23.16,Baseline
17:44:14.558,1.213,21.66,1.384,22.67,Baseline
17:44:15.558,1.396,21.81,1.333,22.96,Baseline
17:44:16.558,1.302,21.45,1.337,23.24,Baseline
17:44:17.558,1.294,22.42,1.268,23.02,Baseline
17:44:18.558,1.35,22.44,1.278,23.01,Baseline
17:44:19.558,1.112,22.02,1.273,22.96,Baseline
17:44:20.558,1.061,21.45,1.392,23.28,Baseline
17:44:21.558,1.34,22.46,1.306,22.68,Baseline
17:44:22.558,1.327,22.28,1.266,24.21,Baseline
17:44:23.558,1.416,22.59,1.29,23.75,Baseline
17:44:24.558,1.374,22.1,1.235,22.76,Baseline
17:44:25.558,1.044,22.53,1.467,22.9,Baseline
17:44:26.558,1.144,21.96,1.169,23.6,Baseline
17:44:27.558,1.204,22.06,1.361,22.49,Baseline
17:44:28.558,1.066,21.81,1.266,23.18,Baseline
17:44:29.558,1.313,21.86,1.438,23.38,Baseline
17:44:30.558,1.222,22.52,1.468,22.77,Baseline
17:44:31.558,1.332,22.22,1.211,22.32,Baseline
17:44:32.558,1.348,22.69,1.237,23.2,Baseline
17:44:33.558,1.366,21.23,1.161,23.72,Baseline
17:44:34.558,1.232,21.85,1.135,22.97,Baseline
17:44:35.558,1.361,21.18,1.481,23.44,Baseline
17:44:36.558,1.067,22.54,1.405,22.85,Baseline
17:44:37.558,1.311,21.65,1.144,22.86,Baseline
17:44:38.558,1.008,21.67,1.495,22.71,Baseline
17:44:39.558,1.044,21.79,1.45,23.43,Baseline
17:44:40.558,1.07,21.24,1.136,23.6,Baseline
17:44:41.558,1.271,22.49,1.409,22.92,Baseline
17:44:42.558,1.174,21.9,1.293,22.98,Baseline
17:44:43.558,1.187,21.48,1.281,23.22,Baseline
17:44:44.558,1.292,22.17,1.4,21.55,Baseline
17:44:45.558,1.243,20.96,1.227,23.25,Baseline
17:44:46.558,1.228,21.67,1.407,22.92,Baseline
17:44:47.558,1.281,21.39,1.295,23.1,Baseline
17:44:48.558,1.44,21.97,1.32,23.53,Baseline
17:44:49.558,1.22,21.87,1.318,23.38,Baseline
17:44:50.558,1.091,22.82,1.223,23.15,Baseline
17:44:51.558,1.194,22.16,1.332,23.21,Baseline
17:44:52.558,1.14,21.84,1.422,23.35,Baseline
17:44:53.558,1.305,22.28,1.372,23.32,Baseline
17:44:54.558,1.168,22.47,1.398,22.33,Baseline
17:44:55.558,1.334,22.79,1.098,23.54,Baseline
17:44:56.558,1.045,21.85,1.171,22.7,Baseline
17:44:57.558,1.364,22.5,1.231,24.13,Baseline
17:44:58.558,1.262,22.03,1.309,22.41,Baseline
17:44:59.558,0.958,21.73,1.462,23.16,Baseline
17:45:00.558,1.276,22.14,1.31,22.97,Baseline
17:45:01.558,1.19,21.3,1.253,22.79,Baseline
17:45:02.558,1.113,21.51,1.397,22.69,Baseline
17:45:03.558,1.117,22.08,1.228,23.78,Baseline
17:45:04.558,1.102,21.89,1.355,22.52,Baseline
17:45:05.558,1.146,22.26,1.395,22.67,Baseline
17:45:06.558,1.34,21.96,1.242,23.03,Baseline
17:45:07.558,1.225,23.13,1.433,23.21,Baseline
17:45:08.558,1.06,22.87,1.176,22.65,Baseline
17:45:09.558,1.307,21.54,1.344,23.45,Baseline
17:45:10.558,1.224,21.61,1.522,22.38,Baseline
17:45:11.558,1.25,21.82,1.547,22.05,Baseline
17:45:12.558,1.204,21.93,1.396,24.11,Baseline
17:45:13.558,1.273,21.32,1.367,22.23,Baseline
17:45:14.558,1.056,21.04,1.398,23.55,Baseline
17:45:15.558,1.257,22.81,1.262,22.9,Baseline
17:45:16.558,1.037,22.79,1.156,22.39,Baseline
17:45:17.558,1.324,21.89,1.248,23.1,Baseline
17:45:18.558,1.303,22.05,1.346,24.06,Baseline
17:45:19.558,1.064,21.91,1.286,22.74,Baseline
17:45:20.558,1.367,22.21,1.229,22.97,Baseline
17:45:21.558,1.331,22.35,1.267,22.41,Baseline
17:45:22.558,1.358,21.85,1.431,22.39,Baseline
17:45:23.558,1.091,21.84,1.421,23.07,Baseline
17:45:24.558,1.176,21.8,1.343,23.17,Baseline
17:45:25.558,1.076,22.01,1.232,22.41,Baseline
17:45:26.558,1.016,22.25,1.19,21.92,Baseline
17:45:27.558,1.237,22.7,1.101,23.61,Baseline
17:45:28.558,1.156,22.58,1.357,23.3,Baseline
17:45:29.558,1.145,22.49,1.371,23.06,Baseline
17:45:30.558,1.197,22.41,1.439,23.28,Baseline
17:45:31.558,1.229,21.94,1.351,23.5,Baseline
17:45:32.558,1.295,20.31,1.289,22.97,Baseline
17:45:33.558,1.193,22.24,1.306,22.01,Baseline
17:45:34.558,1.273,21.77,1.134,23.63,Baseline
17:45:35.558,1.131,21.97,1.244,22.79,Baseline
17:45:36.558,1.129,22.43,1.355,22.54,Baseline
17:45:37.558,1.216,22.0,1.344,23.6,Baseline
17:45:38.558,1.249,21.49,1.347,23.37,Baseline
17:45:39.558,1.371,21.47,1.338,21.91,Baseline
17:45:40.558,1.159,21.42,1.277,22.48,Baseline
17:45:41.558,1.375,22.4,1.346,22.4,Baseline
17:45:42.558,1.198,22.29,1.312,22.51,Baseline
17:45:43.558,1.026,22.0,1.261,23.28,Baseline
17:45:44.558,0.97,21.78,1.213,21.86,Baseline
17:45:45.558,1.229,21.63,1.28,22.81,Baseline
17:45:46.558,1.281,21.64,1.298,23.66,Baseline
17:45:47.558,1.228,22.4,1.236,23.08,Baseline
17:45:48.558,1.197,22.13,1.379,23.61,Baseline
17:45:49.558,1.065,21.51,1.42,22.67,Baseline
17:45:50.558,1.139,22.6,1.424,21.9,Baseline
17:45:51.558,1.187,21.64,1.303,22.58,Baseline
17:45:52.558,1.3,21.62,1.158,23.75,Baseline
17:45:53.558,1.179,21.94,1.297,23.29,Baseline
17:45:54.558,1.122,21.81,1.199,22.97,Baseline
17:45:55.558,1.353,22.25,1.354,23.54,Baseline
17:45:56.558,1.117,22.1,1.386,21.94,Baseline
17:45:57.558,1.178,21.86,1.331,23.41,Baseline
17:45:58.558,1.23,22.13,1.384,22.59,Baseline
17:45:59.558,1.071,22.12,1.285,22.82,Baseline
17:46:00.558,1.24,21.67,1.247,23.29,Baseline
17:46:01.558,1.249,22.36,1.53,23.54,Baseline
17:46:02.558,1.114,22.12,1.4,23.1,Baseline
17:46:03.558,1.221,21.4,1.36,23.38,Baseline
17:46:04.558,1.329,21.79,1.326,22.3,Baseline
17:46:05.558,1.243,22.59,1.201,23.74,Baseline
17:46:06.558,1.187,22.01,1.222,23.32,Baseline
17:46:07.558,1.277,22.56,1.363,23.24,Baseline
17:46:08.558,1.118,20.95,1.359,23.17,Baseline
17:46:09.558,1.058,21.12,1.147,23.63,Baseline
17:46:10.558,1.056,21.17,1.303,23.54,Baseline
17:46:11.558,1.213,21.66,1.486,23.94,Baseline
17:46:12.558,1.302,22.3,1.378,22.72,Baseline
17:46:13.558,1.101,22.19,1.407,23.42,Baseline
17:46:14.558,1.295,22.34,1.023,23.4,Baseline
17:46:15.558,1.128,21.07,1.292,22.94,Baseline
17:46:16.558,1.098,22.93,1.422,23.29,Baseline
17:46:17.558,1.315,21.85,1.42,22.03,Baseline
17:46:18.558,1.23,21.31,1.372,23.84,Baseline
17:46:19.558,1.214,21.12,1.332,22.93,Baseline
17:46:20.558,1.159,22.26,1.231,21.89,Baseline
17:46:21.558,1.269,21.95,1.391,23.71,Baseline
17:46:22.558,1.197,22.89,1.466,22.77,Baseline
17:46:23.558,1.173,21.5,1.295,23.41,Baseline
17:46:24.558,1.289,21.65,1.293,23.12,Baseline
17:46:25.558,1.152,22.36,1.317,22.92,Baseline
17:46:26.558,1.21,21.43,1.124,22.49,Baseline
17:46:27.558,1.279,21.55,1.194,23.07,Baseline
17:46:28.558,1.044,21.74,1.379,22.37,Baseline
17:46:29.558,1.067,23.21,1.308,23.17,Baseline
17:46:30.558,1.127,21.59,1.32,23.57,Baseline
17:46:31.558,1.301,20.86,1.324,23.71,Baseline
17:46:32.558,1.192,21.59,1.173,22.97,Baseline
17:46:33.558,1.088,22.33,1.463,22.87,Baseline
17:46:34.558,1.202,21.64,1.282,23.69,Baseline
17:46:35.558,1.199,22.73,1.384,22.82,Baseline
17:46:36.558,1.316,21.62,1.155,23.05,Baseline
17:46:37.558,1.171,21.22,1.388,22.96,Baseline
17:46:38.558,1.326,21.77,1.22,21.94,Baseline
17:46:39.558,1.331,21.72,1.117,23.1,Baseline
17:46:40.558,1.387,22.54,1.255,23.64,Baseline
17:46:41.558,1.205,22.48,1.502,22.08,Baseline
17:46:42.558,1.283,21.79,1.273,23.24,Baseline
17:46:43.558,1.454,22.09,1.291,22.84,Baseline
17:46:44.558,1.104,22.21,1.506,22.47,Baseline
17:46:45.558,1.219,22.12,1.352,23.0,Baseline
17:46:46.558,1.094,21.98,1.208,23.59,Baseline
17:46:47.558,1.181,22.49,1.419,24.29,Baseline
17:46:48.558,1.15,22.28,1.329,22.96,Baseline
17:46:49.558,1.217,22.66,1.199,23.57,Baseline
17:46:50.558,1.228,22.37,1.189,22.58,Baseline
17:46:51.558,1.207,22.52,1.254,22.85,Baseline
17:46:52.558,1.14,22.82,1.325,23.21,Baseline
17:46:53.558,1.276,22.63,1.148,23.62,Baseline
17:46:54.558,1.243,22.19,1.251,23.15,Baseline
17:46:55.558,1.247,21.5,1.278,22.7,Baseline
17:46:56.558,1.006,22.06,1.403,22.34,Baseline
17:46:57.558,1.18,22.15,1.328,23.37,Baseline
17:46:58.558,1.267,22.95,1.287,22.51,Baseline
17:46:59.558,1.143,21.34,1.276,22.49,Baseline
17:47:00.558,1.162,21.99,1.259,22.97,Baseline
17:47:01.558,1.271,21.78,1.351,22.87,Baseline
17:47:02.558,1.284,22.25,1.304,23.08,Baseline
17:47:03.558,1.289,21.74,1.366,22.81,Baseline
17:47:04.558,1.162,21.86,1.288,22.89,Baseline
17:47:05.558,1.198,21.85,1.38,22.19,Baseline
17:47:06.558,1.266,22.76,1.264,23.4,Baseline
17:47:07.558,1.19,21.92,1.307,23.58,Baseline
17:47:08.558,1.119,21.64,1.472,22.96,Baseline
17:47:09.558,1.088,21.95,1.201,22.77,Baseline
17:47:10.558,1.361,22.66,1.464,23.37,Baseline
17:47:11.558,1.119,22.19,1.373,22.66,Baseline
17:47:12.558,1.242,22.07,1.448,23.31,Baseline
17:47:13.558,1.138,21.23,1.311,22.77,Baseline
17:47:14.558,1.157,21.65,1.159,22.96,Baseline
17:47:15.558,1.071,20.68,1.396,24.18,Baseline
17:47:16.558,1.308,21.71,1.348,24.37,Baseline
17:47:17.558,1.142,22.43,1.313,23.67,Baseline
17:47:18.558,3.608,8.01,3.59,8.47,Alcohol
17:47:19.558,3.576,7.96,3.363,7.94,Alcohol
17:47:20.558,3.583,7.91,3.477,9.27,Alcohol
17:47:21.558,3.452,8.07,3.561,8.95,Alcohol
17:47:22.558,3.608,8.3,3.333,8.63,Alcohol
17:47:23.558,3.592,8.06,3.233,8.05,Alcohol
17:47:24.558,3.517,8.22,3.291,9.21,Alcohol
17:47:25.558,3.506,9.27,3.37,8.34,Alcohol
17:47:26.558,3.506,7.63,3.23,8.18,Alcohol
17:47:27.558,3.481,7.62,3.383,7.76,Alcohol
17:47:28.558,3.597,8.21,3.335,9.39,Alcohol
17:47:29.558,3.508,7.6,3.426,9.03,Alcohol
17:47:30.558,3.553,8.24,3.218,8.15,Alcohol
17:47:31.558,3.492,7.83,3.54,10.04,Alcohol
17:47:32.558,3.389,7.89,3.369,8.89,Alcohol
17:47:33.558,3.523,6.94,3.527,8.25,Alcohol
17:47:34.558,3.611,7.41,3.237,9.14,Alcohol
17:47:35.558,3.651,9.02,3.403,8.71,Alcohol
17:47:36.558,3.456,7.95,3.391,8.31,Alcohol
17:47:37.558,3.32,7.82,3.391,8.61,Alcohol
17:47:38.558,3.513,7.99,3.314,8.55,Alcohol
17:47:39.558,3.489,8.22,3.243,7.94,Alcohol
17:47:40.558,3.498,8.2,3.273,8.56,Alcohol
17:47:41.558,3.478,8.61,3.294,8.06,Alcohol
17:47:42.558,3.503,7.34,3.289,8.87,Alcohol
17:47:43.558,3.302,8.37,3.293,8.62,Alcohol
17:47:44.558,3.479,9.17,3.429,8.95,Alcohol
17:47:45.558,3.377,8.25,3.353,8.45,Alcohol
17:47:46.558,3.552,8.14,3.426,7.99,Alcohol
17:47:47.558,3.527,8.88,3.364,8.64,Alcohol
17:47:48.558,3.562,7.82,3.438,8.49,Alcohol
17:47:49.558,3.526,8.52,3.255,8.08,Alcohol
17:47:50.558,3.319,8.97,3.474,8.59,Alcohol
17:47:51.558,3.489,8.48,3.611,7.92,Alcohol
17:47:52.558,3.489,8.7,3.298,8.1,Alcohol
17:47:53.558,3.486,8.5,3.633,8.6,Alcohol
17:47:54.558,3.589,8.39,3.408,9.04,Alcohol
17:47:55.558,3.403,7.31,3.337,8.93,Alcohol
17:47:56.558,3.645,8.07,3.521,7.78,Alcohol
17:47:57.558,3.542,7.7,3.47,9.09,Alcohol
17:47:58.558,3.535,8.34,3.378,8.06,Alcohol
17:47:59.558,3.484,7.63,3.332,8.43,Alcohol
17:48:00.558,3.711,8.39,3.573,8.84,Alcohol
17:48:01.558,3.503,8.3,3.354,8.39,Alcohol
17:48:02.558,3.453,8.31,3.283,8.46,Alcohol
17:48:03.558,3.39,8.32,3.372,9.01,Alcohol
17:48:04.558,3.583,7.9,3.374,7.5,Alcohol
17:48:05.558,3.352,8.13,3.548,8.26,Alcohol
17:48:06.558,3.501,8.5,3.619,7.85,Alcohol
17:48:07.558,3.705,8.41,3.148,9.4,Alcohol
17:48:08.558,3.548,8.25,3.506,9.88,Alcohol
17:48:09.558,3.426,8.44,3.217,8.49,Alcohol
17:48:10.558,3.556,8.41,3.334,7.73,Alcohol
17:48:11.558,3.5,8.0,3.367,8.58,Alcohol
17:48:12.558,3.293,7.79,3.418,7.97,Alcohol
17:48:13.558,3.603,7.67,3.384,8.97,Alcohol
17:48:14.558,3.56,7.92,3.325,8.67,Alcohol
17:48:15.558,3.657,7.34,3.452,8.09,Alcohol
17:48:16.558,3.442,7.58,3.438,8.1,Alcohol
17:48:17.558,3.438,7.84,3.462,9.1,Alcohol
17:48:18.558,3.5,7.51,3.498,8.35,Alcohol
17:48:19.558,3.356,7.9,3.26,7.79,Alcohol
17:48:20.558,3.471,8.16,3.184,9.17,Alcohol
17:48:21.558,3.562,7.43,3.504,8.46,Alcohol
17:48:22.558,3.597,8.8,3.326,8.29,Alcohol
17:48:23.558,3.537,7.71,3.366,9.48,Alcohol
17:48:24.558,3.467,8.3,3.346,8.42,Alcohol
17:48:25.558,3.523,8.74,3.43,8.18,Alcohol
17:48:26.558,3.347,7.43,3.378,7.18,Alcohol
17:48:27.558,3.566,7.86,3.491,8.03,Alcohol
17:48:28.558,3.502,8.27,3.282,9.06,Alcohol
17:48:29.558,3.413,7.64,3.324,8.57,Alcohol
17:48:30.558,3.476,8.1,3.498,8.13,Alcohol
17:48:31.558,3.563,7.39,3.577,9.42,Alcohol
17:48:32.558,3.516,8.03,3.417,8.62,Alcohol
17:48:33.558,3.453,7.8,3.43,8.78,Alcohol
17:48:34.558,3.49,7.18,3.382,9.33,Alcohol
17:48:35.558,3.554,8.03,3.379,8.17,Alcohol
