timestamp,raw1,mv1,v1,rs1,raw2,mv2,v2,rs2,true_risk
23:25:33.959,259,1268,1.268,21.75,275,1348,1.349,22.88,Low
23:25:34.959,247,1209,1.21,22.48,240,1177,1.177,24.88,Low
23:25:35.959,224,1099,1.099,21.03,301,1473,1.474,23.71,Low
23:25:36.959,258,1262,1.262,22.5,265,1298,1.298,22.19,Low
23:25:37.959,247,1207,1.208,21.46,295,1446,1.446,22.87,Low
23:25:38.959,228,1117,1.117,21.74,278,1361,1.362,22.49,Low
23:25:39.959,228,1117,1.118,22.19,273,1336,1.337,22.54,Low
23:25:40.959,235,1152,1.153,22.19,221,1082,1.083,21.73,Low
23:25:41.959,230,1128,1.128,21.83,275,1346,1.347,24.33,Low
23:25:42.959,263,1285,1.286,21.87,265,1297,1.297,22.1,Low
23:25:43.959,245,1198,1.198,21.77,275,1348,1.348,22.26,Low
23:25:44.959,256,1251,1.252,23.23,262,1283,1.284,23.36,Low
23:25:45.959,259,1269,1.269,21.68,272,1333,1.334,23.01,Low
23:25:46.959,247,1209,1.21,21.38,266,1303,1.304,23.45,Low
23:25:47.959,275,1345,1.345,22.77,332,1622,1.623,22.31,Low
23:25:48.959,263,1287,1.287,22.15,333,1628,1.628,22.27,Low
23:25:49.959,228,1116,1.116,21.52,200,981,0.981,22.53,Low
23:25:50.959,229,1124,1.124,22.12,276,1351,1.351,24.69,Low
23:25:51.959,264,1295,1.295,21.54,238,1165,1.165,23.44,Low
23:25:52.959,218,1067,1.068,23.47,302,1476,1.477,22.58,Low
23:25:53.959,210,1028,1.029,23.08,262,1282,1.283,24.11,Low
23:25:54.959,212,1040,1.041,21.52,266,1300,1.301,23.04,Low
23:25:55.959,236,1154,1.155,22.5,233,1139,1.14,22.87,Low
23:25:56.959,247,1212,1.212,22.41,287,1406,1.407,21.99,Low
23:25:57.959,214,1046,1.047,23.02,276,1349,1.35,22.33,Low
23:25:58.959,277,1355,1.355,22.09,302,1476,1.477,23.06,Low
23:25:59.959,287,1406,1.406,23.4,258,1262,1.263,23.87,Low
23:26:00.959,258,1264,1.265,23.09,236,1155,1.155,23.62,Low
23:26:01.959,267,1305,1.306,20.59,229,1122,1.123,21.16,Low
23:26:02.959,240,1173,1.173,22.57,312,1525,1.525,23.07,Low
23:26:03.959,278,1362,1.363,20.9,213,1044,1.044,22.95,Low
23:26:04.959,253,1238,1.238,21.97,202,989,0.99,22.92,Low
23:26:05.959,218,1069,1.07,22.54,277,1354,1.355,22.15,Low
23:26:06.959,235,1148,1.149,21.15,264,1290,1.291,23.86,Low
23:26:07.959,225,1101,1.101,22.4,249,1220,1.22,22.29,Low
23:26:08.959,243,1189,1.189,21.17,248,1216,1.217,21.92,Low
23:26:09.959,285,1396,1.396,22.03,244,1195,1.195,23.19,Low
23:26:10.959,243,1188,1.189,21.82,284,1392,1.392,23.68,Low
23:26:11.959,234,1146,1.147,21.54,257,1258,1.259,20.93,Low
23:26:12.959,214,1048,1.048,23.09,316,1546,1.547,22.78,Low
23:26:13.959,257,1257,1.258,22.25,360,1761,1.762,24.01,Low
23:26:14.959,242,1187,1.187,21.24,216,1059,1.059,23.18,Low
23:26:15.959,230,1124,1.124,20.86,246,1203,1.203,22.03,Low
23:26:16.959,280,1368,1.369,22.71,265,1298,1.299,24.33,Low
23:26:17.959,247,1207,1.208,21.31,312,1528,1.528,23.49,Low
23:26:18.959,224,1096,1.096,21.85,239,1168,1.169,21.76,Low
23:26:19.959,264,1292,1.293,23.53,223,1090,1.09,23.51,Low
23:26:20.959,232,1134,1.135,21.61,247,1211,1.211,22.22,Low
23:26:21.959,246,1204,1.205,21.34,274,1340,1.341,22.95,Low
23:26:22.959,240,1176,1.176,21.27,248,1213,1.213,23.68,Low
23:26:23.959,255,1250,1.25,21.22,269,1314,1.315,23.68,Low
23:26:24.959,211,1033,1.033,22.43,245,1200,1.201,23.51,Low
23:26:25.959,229,1123,1.124,20.56,216,1055,1.056,23.04,Low
23:26:26.959,250,1225,1.226,21.28,285,1395,1.396,21.5,Low
23:26:27.959,244,1193,1.193,21.03,245,1202,1.202,23.04,Low
23:26:28.959,227,1113,1.114,21.69,296,1450,1.451,22.48,Low
23:26:29.959,262,1283,1.284,21.1,282,1379,1.379,24.3,Low
23:26:30.959,194,952,0.953,21.36,283,1386,1.387,22.82,Low
23:26:31.959,253,1237,1.237,21.52,268,1312,1.313,22.86,Low
23:26:32.959,269,1316,1.317,22.2,276,1350,1.351,22.63,Low
23:26:33.959,235,1151,1.151,21.65,278,1359,1.359,22.62,Low
23:26:34.959,251,1228,1.229,23.66,292,1430,1.431,22.71,Low
23:26:35.959,270,1320,1.32,21.67,203,994,0.994,22.09,Low
23:26:36.959,207,1012,1.013,21.72,266,1302,1.303,24.51,Low
23:26:37.959,252,1232,1.233,21.82,291,1424,1.424,21.01,Low
23:26:38.959,250,1223,1.224,22.62,220,1078,1.078,24.03,Low
23:26:39.959,252,1233,1.234,21.67,285,1394,1.395,25.04,Low
23:26:40.959,249,1218,1.218,22.2,251,1231,1.231,22.24,Low
23:26:41.959,262,1283,1.283,21.32,268,1310,1.311,22.57,Low
23:26:42.959,255,1247,1.248,22.27,297,1455,1.456,22.54,Low
23:26:43.959,239,1173,1.173,21.22,252,1233,1.233,23.34,Low
23:26:44.959,261,1275,1.276,21.26,292,1430,1.43,24.22,Low
23:26:45.959,253,1241,1.241,23.5,242,1183,1.184,21.88,Low
23:26:46.959,209,1022,1.022,23.2,286,1398,1.398,22.95,Low
23:26:47.959,251,1227,1.228,21.1,341,1666,1.667,23.12,Low
23:26:48.959,247,1210,1.211,22.58,280,1372,1.372,23.2,Low
23:26:49.959,229,1120,1.121,22.38,323,1582,1.582,24.21,Low
23:26:50.959,278,1359,1.359,21.59,235,1151,1.152,22.89,Low
23:26:51.959,246,1205,1.206,22.88,214,1046,1.046,24.38,Low
23:26:52.959,242,1184,1.184,21.66,234,1148,1.148,21.51,Low
23:26:53.959,262,1282,1.282,22.06,226,1106,1.107,21.83,Low
23:26:54.959,238,1166,1.166,23.34,258,1261,1.261,21.65,Low
23:26:55.959,240,1175,1.175,21.78,183,895,0.895,22.95,Low
23:26:56.959,240,1176,1.177,22.56,322,1577,1.577,24.01,Low
23:26:57.959,240,1173,1.173,21.11,344,1686,1.686,23.05,Low
23:26:58.959,245,1201,1.201,21.98,272,1329,1.33,22.87,Low
23:26:59.959,233,1142,1.143,21.56,264,1295,1.295,22.51,Low
23:27:00.959,230,1128,1.129,22.09,258,1261,1.262,24.35,Low
23:27:01.959,191,934,0.935,22.87,304,1486,1.487,21.13,Low
23:27:02.959,238,1165,1.166,21.7,222,1088,1.089,22.3,Low
23:27:03.959,222,1088,1.089,23.4,294,1440,1.44,24.14,Low
23:27:04.959,260,1272,1.272,21.1,249,1221,1.221,23.44,Low
23:27:05.959,220,1077,1.078,22.57,258,1263,1.264,22.66,Low
23:27:06.959,260,1271,1.271,22.36,254,1245,1.246,24.04,Low
23:27:07.959,223,1091,1.092,22.49,284,1388,1.389,22.72,Low
23:27:08.959,252,1232,1.233,21.0,294,1438,1.439,22.83,Low
23:27:09.959,234,1147,1.148,22.84,244,1194,1.194,21.73,Low
23:27:10.959,213,1044,1.044,22.48,226,1107,1.108,24.58,Low
23:27:11.959,202,991,0.992,23.36,272,1331,1.332,22.91,Low
23:27:12.959,234,1145,1.146,22.32,264,1294,1.294,23.99,Low
23:27:13.959,247,1211,1.211,22.12,254,1245,1.245,22.95,Low
23:27:14.959,251,1230,1.231,20.63,224,1097,1.098,23.67,Low
23:27:15.959,249,1217,1.217,21.85,266,1302,1.303,23.31,Low
23:27:16.959,234,1146,1.146,21.38,271,1329,1.329,22.12,Low
23:27:17.959,253,1240,1.241,20.64,297,1454,1.454,23.43,Low
23:27:18.959,250,1225,1.226,22.79,317,1549,1.55,23.91,Low
23:27:19.959,207,1015,1.016,20.98,246,1206,1.206,23.02,Low
23:27:20.959,256,1251,1.252,21.42,271,1328,1.328,22.32,Low
23:27:21.959,233,1138,1.139,20.87,237,1161,1.162,21.78,Low
23:27:22.959,225,1102,1.102,22.84,236,1157,1.158,25.37,Low
23:27:23.959,255,1249,1.249,22.15,239,1171,1.171,23.63,Low
23:27:24.959,233,1142,1.142,22.1,344,1684,1.684,22.91,Low
23:27:25.959,269,1314,1.315,21.44,264,1294,1.295,24.59,Low
23:27:26.959,232,1137,1.137,23.45,287,1406,1.406,22.49,Low
23:27:27.959,258,1263,1.263,22.78,285,1393,1.393,21.59,Low
23:27:28.959,230,1127,1.127,21.8,263,1288,1.289,23.56,Low
23:27:29.959,249,1217,1.218,20.93,277,1357,1.357,23.55,Low
23:27:30.959,256,1255,1.256,22.86,291,1425,1.425,23.41,Low
23:27:31.959,244,1192,1.193,20.67,279,1364,1.364,23.19,Low
23:27:32.959,251,1227,1.227,20.98,232,1137,1.138,23.95,Low
23:27:33.959,244,1196,1.196,22.55,266,1304,1.304,23.03,Low
23:27:34.959,264,1293,1.294,21.59,268,1314,1.314,22.58,Low
23:27:35.959,236,1156,1.157,21.75,272,1333,1.333,22.57,Low
23:27:36.959,271,1325,1.326,21.28,260,1271,1.272,22.6,Low
23:27:37.959,275,1344,1.345,22.16,297,1454,1.455,21.66,Low
23:27:38.959,250,1226,1.227,22.71,268,1312,1.312,23.96,Low
23:27:39.959,234,1148,1.148,23.13,336,1644,1.645,22.67,Low
23:27:40.959,236,1155,1.155,23.16,314,1536,1.537,22.53,Low
23:27:41.959,236,1157,1.158,21.77,224,1098,1.098,22.17,Low
23:27:42.959,224,1099,1.1,21.39,264,1294,1.295,23.21,Low
23:27:43.959,277,1355,1.355,21.2,296,1447,1.448,22.81,Low
23:27:44.959,244,1195,1.195,22.54,231,1131,1.132,23.34,Low
23:27:45.959,248,1216,1.217,22.39,274,1343,1.343,25.21,Low
23:27:46.959,232,1136,1.136,21.58,246,1206,1.207,22.5,Low
23:27:47.959,232,1136,1.136,22.95,309,1513,1.513,22.49,Low
23:27:48.959,228,1116,1.117,22.38,249,1217,1.217,23.57,Low
23:27:49.959,249,1220,1.22,20.79,313,1532,1.532,24.62,Low
23:27:50.959,232,1138,1.139,21.69,274,1342,1.343,23.3,Low
23:27:51.959,258,1265,1.266,23.61,260,1273,1.273,22.28,Low
23:27:52.959,217,1062,1.062,21.42,264,1295,1.295,24.62,Low
23:27:53.959,234,1148,1.148,22.18,265,1297,1.298,24.07,Low
23:27:54.959,297,1452,1.453,21.58,250,1226,1.227,23.94,Low
23:27:55.959,259,1268,1.268,23.48,283,1387,1.388,22.68,Low
23:27:56.959,257,1259,1.259,22.89,291,1423,1.423,23.46,Low
23:27:57.959,267,1306,1.307,22.94,308,1507,1.507,23.58,Low
23:27:58.959,242,1183,1.183,22.12,303,1480,1.481,22.26,Low
23:27:59.959,253,1236,1.237,21.69,266,1304,1.304,24.15,Low
23:28:00.959,249,1219,1.219,22.04,224,1096,1.096,23.67,Low
23:28:01.959,258,1264,1.265,23.73,256,1253,1.254,23.2,Low
23:28:02.959,250,1224,1.225,23.26,263,1285,1.286,23.25,Low
23:28:03.959,257,1260,1.261,22.15,252,1233,1.233,23.17,Low
23:28:04.959,267,1307,1.307,21.18,270,1319,1.32,22.37,Low
23:28:05.959,269,1319,1.32,20.78,248,1216,1.216,23.34,Low
23:28:06.959,277,1356,1.357,21.95,248,1216,1.217,24.69,Low
23:28:07.959,215,1055,1.055,20.24,279,1366,1.366,22.55,Low
23:28:08.959,224,1097,1.098,22.57,273,1336,1.337,22.49,Low
23:28:09.959,219,1071,1.072,22.7,285,1397,1.398,22.91,Low
23:28:10.959,283,1384,1.385,21.14,219,1071,1.071,22.38,Low
23:28:11.959,244,1195,1.195,22.19,258,1263,1.264,23.32,Low
23:28:12.959,219,1074,1.075,23.16,263,1287,1.288,24.01,Low
23:28:13.959,252,1234,1.234,22.37,283,1385,1.385,23.4,Low
23:28:14.959,258,1264,1.264,23.06,272,1329,1.329,23.64,Low
23:28:15.959,243,1191,1.191,23.15,245,1198,1.199,24.62,Low
23:28:16.959,244,1195,1.196,20.86,269,1319,1.319,22.39,Low
23:28:17.959,262,1284,1.284,21.48,252,1233,1.233,21.3,Low
23:28:18.959,236,1154,1.155,20.06,217,1062,1.062,23.68,Low
23:28:19.959,261,1278,1.279,22.34,236,1154,1.155,22.96,Low
23:28:20.959,245,1199,1.2,21.07,312,1525,1.526,23.79,Low
23:28:21.959,240,1177,1.178,22.02,272,1331,1.331,21.16,Low
23:28:22.959,240,1175,1.175,21.45,235,1149,1.15,22.75,Low
23:28:23.959,282,1379,1.38,22.51,248,1214,1.214,23.52,Low
23:28:24.959,274,1339,1.34,22.74,267,1308,1.309,22.42,Low
23:28:25.959,259,1269,1.27,22.31,293,1434,1.434,23.57,Low
23:28:26.959,266,1304,1.305,21.57,306,1497,1.498,23.18,Low
23:28:27.959,287,1407,1.408,21.45,319,1560,1.56,23.18,Low
23:28:28.959,232,1134,1.135,21.61,256,1251,1.252,23.38,Low
23:28:29.959,256,1252,1.252,21.54,265,1296,1.296,24.93,Low
23:28:30.959,280,1372,1.373,22.35,267,1305,1.306,23.11,Low
23:28:31.959,258,1261,1.261,21.18,258,1261,1.261,21.5,Low
23:28:32.959,253,1239,1.24,22.52,251,1227,1.228,24.42,Low
23:28:33.959,220,1077,1.077,20.83,272,1333,1.334,23.94,Low
23:28:34.959,279,1368,1.368,21.63,299,1461,1.462,22.97,Low
23:28:35.959,241,1182,1.183,22.71,285,1397,1.398,21.58,Low
23:28:36.959,275,1347,1.348,23.1,246,1206,1.206,23.36,Low
23:28:37.959,255,1249,1.249,22.21,249,1217,1.217,22.4,Low
23:28:38.959,244,1197,1.197,22.94,282,1381,1.382,22.67,Low
23:28:39.959,261,1277,1.277,19.72,301,1472,1.472,21.43,Low
23:28:40.959,238,1163,1.164,21.1,226,1105,1.106,24.04,Low
23:28:41.959,235,1153,1.153,22.28,264,1292,1.293,23.43,Low
23:28:42.959,247,1207,1.208,20.97,296,1449,1.449,22.56,Low
23:28:43.959,213,1044,1.044,21.66,312,1525,1.525,23.77,Low
23:28:44.959,238,1165,1.165,21.72,256,1251,1.252,24.87,Low
23:28:45.959,253,1238,1.238,22.34,297,1454,1.455,23.21,Low
23:28:46.959,240,1174,1.174,21.84,263,1289,1.289,22.97,Low
23:28:47.959,260,1272,1.273,22.04,288,1409,1.41,22.93,Low
23:28:48.959,247,1207,1.208,20.4,294,1437,1.437,23.31,Low
23:28:49.959,265,1299,1.3,19.68,330,1613,1.613,22.87,Low
23:28:50.959,268,1310,1.311,21.17,284,1391,1.392,22.05,Low
23:28:51.959,232,1137,1.138,23.53,260,1271,1.271,23.2,Low
23:28:52.959,263,1287,1.287,22.4,270,1322,1.323,23.33,Low
23:28:53.959,294,1440,1.44,21.95,272,1330,1.33,23.95,Low
23:28:54.959,268,1310,1.311,22.95,285,1395,1.396,21.97,Low
23:28:55.959,278,1363,1.363,21.08,275,1345,1.345,22.32,Low
23:28:56.959,244,1193,1.194,22.26,275,1348,1.348,23.38,Low
23:28:57.959,278,1361,1.361,22.36,258,1263,1.263,23.87,Low
23:28:58.959,269,1318,1.319,21.02,284,1389,1.39,23.63,Low
23:28:59.959,239,1170,1.17,23.1,261,1277,1.277,23.11,Low
23:29:00.959,241,1182,1.183,22.01,232,1135,1.136,21.7,Low
23:29:01.959,278,1359,1.359,21.32,235,1151,1.151,21.06,Low
23:29:02.959,232,1136,1.136,20.94,316,1546,1.546,23.91,Low
23:29:03.959,231,1131,1.131,23.8,296,1447,1.447,22.71,Low
23:29:04.959,194,950,0.95,23.83,223,1091,1.092,21.52,Low
23:29:05.959,266,1302,1.302,23.95,308,1507,1.508,23.51,Low
23:29:06.959,257,1259,1.259,22.68,289,1413,1.414,23.25,Low
23:29:07.959,247,1210,1.21,21.95,242,1186,1.187,22.75,Low
23:29:08.959,210,1030,1.031,21.92,235,1151,1.152,22.01,Low
23:29:09.959,249,1217,1.218,23.11,294,1437,1.438,21.59,Low
23:29:10.959,225,1101,1.101,22.75,235,1152,1.153,22.8,Low
23:29:11.959,256,1255,1.255,21.23,269,1315,1.316,21.8,Low
23:29:12.959,233,1139,1.14,22.26,217,1061,1.061,23.4,Low
23:29:13.959,245,1198,1.198,22.44,272,1333,1.334,24.23,Low
23:29:14.959,248,1212,1.213,21.66,269,1318,1.318,23.49,Low
23:29:15.959,246,1204,1.205,22.03,244,1194,1.195,22.4,Low
23:29:16.959,216,1059,1.06,23.4,227,1113,1.113,22.38,Low
23:29:17.959,230,1128,1.128,22.72,256,1255,1.256,24.12,Low
23:29:18.959,231,1132,1.133,22.22,240,1174,1.175,24.93,Low
23:29:19.959,221,1081,1.081,22.25,285,1395,1.395,23.37,Low
23:29:20.959,241,1181,1.181,21.9,267,1306,1.307,22.87,Low
23:29:21.959,265,1296,1.296,23.77,248,1216,1.216,21.77,Low
23:29:22.959,243,1191,1.191,24.06,241,1179,1.179,24.48,Low
23:29:23.959,279,1367,1.368,21.56,283,1385,1.385,24.47,Low
23:29:24.959,237,1162,1.162,21.84,248,1212,1.213,22.09,Low
23:29:25.959,232,1135,1.135,21.02,267,1305,1.305,22.31,Low
23:29:26.959,250,1223,1.223,20.76,276,1349,1.35,23.75,Low
23:29:27.959,204,1000,1.001,22.3,303,1484,1.484,21.91,Low
23:29:28.959,279,1367,1.367,22.34,244,1194,1.194,22.95,Low
23:29:29.959,256,1255,1.256,22.06,282,1380,1.381,22.17,Low
23:29:30.959,248,1216,1.217,20.87,262,1283,1.283,22.19,Low
23:29:31.959,230,1126,1.126,22.99,299,1463,1.464,23.55,Low
23:29:32.959,223,1090,1.091,21.75,303,1481,1.482,23.13,Low
23:29:33.959,292,1431,1.432,22.31,271,1328,1.329,22.72,Low
23:29:34.959,248,1213,1.213,21.88,287,1406,1.406,23.86,Low
23:29:35.959,229,1121,1.121,20.94,209,1024,1.025,23.46,Low
23:29:36.959,222,1089,1.09,20.28,277,1358,1.358,25.24,Low
23:29:37.959,245,1199,1.199,22.67,268,1312,1.312,22.91,Low
23:29:38.959,264,1291,1.292,21.77,274,1340,1.34,23.29,Low
23:29:39.959,231,1133,1.133,22.79,260,1273,1.274,22.32,Low
23:29:40.959,256,1253,1.254,21.28,266,1304,1.304,22.99,Low
23:29:41.959,267,1308,1.309,22.38,265,1296,1.296,23.74,Low
23:29:42.959,273,1339,1.339,22.45,266,1301,1.302,21.82,Low
23:29:43.959,223,1093,1.093,21.76,247,1208,1.209,22.83,Low
23:29:44.959,246,1205,1.206,22.42,263,1289,1.289,23.44,Low
23:29:45.959,246,1206,1.206,20.42,237,1159,1.159,22.87,Low
23:29:46.959,220,1079,1.079,22.48,312,1529,1.53,24.1,Low
23:29:47.959,241,1178,1.179,23.19,270,1322,1.322,22.7,Low
23:29:48.959,232,1138,1.139,21.76,254,1241,1.242,23.15,Low
23:29:49.959,248,1216,1.216,22.0,279,1365,1.366,24.07,Low
23:29:50.959,264,1294,1.295,20.81,187,916,0.917,23.84,Low
23:29:51.959,217,1063,1.063,21.82,230,1124,1.124,21.38,Low
23:29:52.959,256,1254,1.254,22.61,248,1213,1.214,20.67,Low
23:29:53.959,234,1145,1.145,22.31,220,1078,1.078,23.17,Low
23:29:54.959,245,1198,1.198,22.46,269,1317,1.318,22.12,Low
23:29:55.959,270,1319,1.32,21.87,265,1295,1.296,22.16,Low
23:29:56.959,236,1155,1.156,21.29,260,1274,1.274,24.54,Low
23:29:57.959,217,1062,1.063,20.71,311,1520,1.521,22.81,Low
23:29:58.959,231,1133,1.133,22.83,247,1209,1.209,24.64,Low
23:29:59.959,259,1267,1.268,21.61,332,1623,1.624,22.45,Low
23:30:00.959,260,1274,1.274,22.24,305,1495,1.495,24.41,Low
23:30:01.959,246,1203,1.203,21.4,280,1368,1.369,22.39,Low
23:30:02.959,286,1401,1.401,22.11,254,1245,1.245,23.17,Low
23:30:03.959,217,1065,1.065,21.22,302,1480,1.48,22.41,Low
23:30:04.959,224,1095,1.095,22.43,302,1477,1.478,23.65,Low
23:30:05.959,265,1299,1.3,21.39,222,1086,1.087,24.35,Low
23:30:06.959,238,1167,1.168,21.8,306,1499,1.499,23.5,Low
23:30:07.959,254,1245,1.246,23.73,246,1203,1.203,23.84,Low
23:30:08.959,246,1205,1.206,22.21,312,1529,1.529,23.46,Low
23:30:09.959,256,1253,1.254,22.86,254,1245,1.245,22.24,Low
23:30:10.959,224,1095,1.096,20.43,329,1608,1.608,22.01,Low
23:30:11.959,240,1177,1.178,21.78,275,1346,1.346,23.73,Low
23:30:12.959,263,1286,1.286,21.53,260,1274,1.275,23.25,Low
23:30:13.959,240,1175,1.175,23.29,281,1373,1.374,23.66,Low
23:30:14.959,259,1266,1.266,22.94,271,1327,1.327,21.83,Low
23:30:15.959,253,1239,1.24,21.48,249,1220,1.221,23.53,Low
23:30:16.959,270,1323,1.324,22.02,275,1346,1.346,24.53,Low
23:30:17.959,250,1224,1.224,24.08,283,1384,1.385,21.42,Low
23:30:18.959,260,1275,1.275,22.3,305,1493,1.493,23.61,Low
23:30:19.959,242,1186,1.186,21.02,259,1268,1.269,22.23,Low
23:30:20.959,233,1141,1.142,22.47,317,1550,1.55,23.36,Low
23:30:21.959,221,1080,1.08,22.36,302,1479,1.479,22.45,Low
23:30:22.959,242,1186,1.187,22.01,241,1182,1.182,23.58,Low
23:30:23.959,243,1187,1.188,22.34,238,1166,1.167,22.61,Low
23:30:24.959,260,1272,1.272,21.7,318,1559,1.559,22.64,Low
23:30:25.959,250,1222,1.222,22.75,222,1087,1.087,21.42,Low
23:30:26.959,214,1047,1.047,23.01,249,1217,1.217,25.3,Low
23:30:27.959,233,1143,1.144,22.15,313,1531,1.531,24.81,Low
23:30:28.959,287,1406,1.406,22.97,297,1453,1.454,23.53,Low
23:30:29.959,261,1277,1.278,21.56,240,1177,1.177,23.0,Low
